vox_i#geo_i#vox_vec#geo_vec#vox_rad#geo_rad#geo_s.hr#sun_hit
0#30#[0.0, -0.0, -1.0]#[0.769002, 0.165449, -0.617464]#288.9216952565805#472.6804352222711#1308#0.615
0#36#[0.0, -0.0, -1.0]#[0.769002, 0.165449, -0.617464]#288.9216952565805#472.6804012166556#1308#0.615
0#37#[0.0, -0.0, -1.0]#[0.769002, 0.165449, -0.617464]#288.9216952565805#472.6804289612699#1308#0.615
0#38#[0.0, -0.0, -1.0]#[0.769002, 0.165449, -0.617464]#288.9216952565805#472.6804184378591#1308#0.615
0#39#[0.0, -0.0, -1.0]#[0.769002, 0.165449, -0.617464]#288.9216952565805#472.6804395973123#1308#0.615
0#58#[0.0, -0.0, -1.0]#[-0.452015, -0.542276, -0.708251]#288.9216952565805#502.80287583914463#1700#0.538
0#59#[0.0, -0.0, -1.0]#[-0.452015, -0.542275, -0.708251]#288.9216952565805#502.8028000615758#1700#0.538
0#62#[0.0, -0.0, -1.0]#[-0.452015, -0.542276, -0.708251]#288.9216952565805#502.80278603356413#1700#0.538
0#64#[0.0, -0.0, -1.0]#[-0.452015, -0.542275, -0.708251]#288.9216952565805#502.802730454839#1700#0.538
0#65#[0.0, -0.0, -1.0]#[-0.452015, -0.542275, -0.708251]#288.9216952565805#502.8027960997361#1700#0.538
0#66#[0.0, -0.0, -1.0]#[-0.452015, -0.542275, -0.708251]#288.9216952565805#502.80284128642637#1700#0.462
0#67#[0.0, -0.0, -1.0]#[-0.452015, -0.542275, -0.708251]#288.9216952565805#502.8027823237162#1700#0.462
0#68#[0.0, -0.0, -1.0]#[-0.452015, -0.542276, -0.708251]#288.9216952565805#502.80282924899507#1700#0.538
0#70#[0.0, -0.0, -1.0]#[-0.452015, -0.542276, -0.708251]#288.9216952565805#502.8027808682853#1700#0.462
0#71#[0.0, -0.0, -1.0]#[-0.452015, -0.542275, -0.708251]#288.9216952565805#502.80275393078296#1700#0.462
0#100#[0.0, -0.0, -1.0]#[0.485669, 0.516374, -0.705325]#288.9216952565805#106.29316234661576#145#1.0
0#101#[0.0, -0.0, -1.0]#[0.485669, 0.516374, -0.705325]#288.9216952565805#63.63267791525085#168#0.923
0#102#[0.0, -0.0, -1.0]#[0.485669, 0.516374, -0.705325]#288.9216952565805#55.04004498814318#479#0.846
1#7#[0.0, -0.0, 1.0]#[-0.769002, -0.165449, 0.617464]#1499.6471288144542#1398.3154302073387#3128#0.231
1#12#[0.0, -0.0, 1.0]#[-0.769002, -0.165449, 0.617464]#1499.6471288144542#1398.3153565133125#3128#0.231
1#13#[0.0, -0.0, 1.0]#[-0.769002, -0.165449, 0.617464]#1499.6471288144542#1398.3154467589889#3128#0.231
1#14#[0.0, -0.0, 1.0]#[-0.769002, -0.165449, 0.617464]#1499.6471288144542#1398.3155457906034#3128#0.231
1#15#[0.0, -0.0, 1.0]#[-0.769002, -0.165449, 0.617464]#1499.6471288144542#1398.3155642431752#3128#0.231
1#72#[0.0, -0.0, 1.0]#[0.452015, 0.542275, 0.708251]#1499.6471288144542#872.379933361444#2736#0.231
1#74#[0.0, -0.0, 1.0]#[0.452015, 0.542276, 0.708251]#1499.6471288144542#872.3796713152608#2736#0.231
1#75#[0.0, -0.0, 1.0]#[0.452015, 0.542276, 0.708251]#1499.6471288144542#872.3797426285395#2736#0.308
1#78#[0.0, -0.0, 1.0]#[0.452015, 0.542275, 0.708251]#1499.6471288144542#872.3799357247951#2736#0.308
1#80#[0.0, -0.0, 1.0]#[0.452015, 0.542275, 0.708251]#1499.6471288144542#872.3799570681745#2736#0.231
1#81#[0.0, -0.0, 1.0]#[0.452015, 0.542276, 0.708251]#1499.6471288144542#872.3798302814015#2736#0.308
1#82#[0.0, -0.0, 1.0]#[0.452015, 0.542275, 0.708251]#1499.6471288144542#872.3799723492806#2736#0.154
1#83#[0.0, -0.0, 1.0]#[0.452015, 0.542275, 0.708251]#1499.6471288144542#872.379951207478#2736#0.231
1#84#[0.0, -0.0, 1.0]#[0.452015, 0.542275, 0.708251]#1499.6471288144542#872.3797864607551#2736#0.308
1#86#[0.0, -0.0, 1.0]#[0.452015, 0.542276, 0.708251]#1499.6471288144542#872.3798870198077#2736#0.231
1#92#[0.0, -0.0, 1.0]#[-0.485669, -0.516374, 0.705325]#1499.6471288144542#140.29429478173012#822#0.769
