vox_i#geo_i#vox_vec#geo_vec#vox_rad#geo_rad#geo_s.hr#sun_hit
0#10#[0.0, -0.0, -1.0]#[-0.816497, -0.0, -0.57735]#288.9216952565805#554.2750996113779#1538#0.615
0#11#[0.0, -0.0, -1.0]#[-0.816497, -0.0, -0.57735]#288.9216952565805#554.275077427572#1538#0.615
0#14#[0.0, -0.0, -1.0]#[-0.816497, -0.0, -0.57735]#288.9216952565805#554.275085786477#1538#0.615
0#15#[0.0, -0.0, -1.0]#[-0.816497, 0.0, -0.57735]#288.9216952565805#554.2750258715654#1538#0.538
0#16#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.40939499553195#1290#0.692
0#17#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.40943134850613#1290#0.692
0#18#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.4093940670154#1290#0.692
0#19#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.4093940622396#1290#0.692
0#20#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.4094252866274#1290#0.692
0#21#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.4094231941035#1290#0.615
0#22#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.4093752058241#1290#0.692
0#23#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.40946463264845#1290#0.615
0#24#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.4094316782886#1290#0.692
0#25#[0.0, -0.0, -1.0]#[0.557678, -0.258819, -0.788675]#288.9216952565805#419.40942561542965#1290#0.692
0#90#[0.0, -0.0, -1.0]#[0.383055, 0.748203, -0.541721]#288.9216952565805#75.13142574772935#140#1.0
0#92#[0.0, -0.0, -1.0]#[-0.480896, -0.115747, -0.869104]#288.9216952565805#34.69316556646822#207#0.923
0#93#[0.0, -0.0, -1.0]#[-0.480896, -0.115747, -0.869104]#288.9216952565805#67.16521156289109#634#0.846
0#94#[0.0, -0.0, -1.0]#[-0.480896, -0.115747, -0.869104]#288.9216952565805#100.36380033157485#74#0.923
0#95#[0.0, -0.0, -1.0]#[-0.480896, -0.115747, -0.869104]#288.9216952565805#77.03073418964911#195#0.923
1#38#[0.0, -0.0, 1.0]#[0.816497, 0.0, 0.57735]#1499.6471288144542#1215.5218320569236#2898#0.308
1#39#[0.0, -0.0, 1.0]#[0.816497, 0.0, 0.57735]#1499.6471288144542#1215.5218450380182#2898#0.308
1#42#[0.0, -0.0, 1.0]#[0.816497, 0.0, 0.57735]#1499.6471288144542#1215.5217961653884#2898#0.308
1#43#[0.0, -0.0, 1.0]#[0.816497, 0.0, 0.57735]#1499.6471288144542#1215.521630743188#2898#0.231
1#44#[0.0, -0.0, 1.0]#[-0.557678, 0.258819, 0.788675]#1499.6471288144542#1177.175423834201#3146#0.231
1#45#[0.0, -0.0, 1.0]#[-0.557678, 0.258819, 0.788675]#1499.6471288144542#1177.1754378758567#3146#0.231
1#46#[0.0, -0.0, 1.0]#[-0.557677, 0.258819, 0.788675]#1499.6471288144542#1177.175547458244#3146#0.231
1#47#[0.0, -0.0, 1.0]#[-0.557677, 0.258819, 0.788675]#1499.6471288144542#1177.1754934856392#3146#0.231
1#48#[0.0, -0.0, 1.0]#[-0.557677, 0.258819, 0.788675]#1499.6471288144542#1177.1751368511334#3146#0.231
1#49#[0.0, -0.0, 1.0]#[-0.557677, 0.258819, 0.788675]#1499.6471288144542#1177.175489293796#3146#0.154
1#50#[0.0, -0.0, 1.0]#[-0.557677, 0.258819, 0.788675]#1499.6471288144542#1177.17545068174#3146#0.231
1#51#[0.0, -0.0, 1.0]#[-0.557678, 0.258819, 0.788675]#1499.6471288144542#1177.1754540928325#3146#0.154
1#52#[0.0, -0.0, 1.0]#[-0.557678, 0.258819, 0.788675]#1499.6471288144542#1177.1753658559867#3146#0.308
1#53#[0.0, -0.0, 1.0]#[-0.557678, 0.258819, 0.788675]#1499.6471288144542#1177.1754518026419#3146#0.231
1#96#[0.0, -0.0, 1.0]#[-0.383055, -0.748203, 0.541721]#1499.6471288144542#420.16662415282445#1171#0.769
1#100#[0.0, -0.0, 1.0]#[0.480896, 0.115747, 0.869104]#1499.6471288144542#294.63337950873796#772#0.692
1#101#[0.0, -0.0, 1.0]#[0.480896, 0.115747, 0.869104]#1499.6471288144542#79.75864685510216#1#1.0
1#102#[0.0, -0.0, 1.0]#[0.480896, 0.115747, 0.869104]#1499.6471288144542#66.6634722039696#311#0.923
1#103#[0.0, -0.0, 1.0]#[0.480896, 0.115747, 0.869104]#1499.6471288144542#54.02267238693854#295#0.923
2#72#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4354775932266#3771#0.231
2#73#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.435465341627#3771#0.231
2#74#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4354658331652#3771#0.231
2#75#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4355003813528#3771#0.231
2#76#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4354943929254#3771#0.231
2#77#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4353975305507#3771#0.154
2#78#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.435411344284#3771#0.231
2#79#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4355296006395#3771#0.154
2#80#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4355541542#3771#0.231
2#81#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4354168651255#3771#0.231
2#82#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4354143644243#3771#0.231
2#83#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4355459662613#3771#0.231
2#84#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4355175478915#3771#0.231
2#85#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4353204033664#3771#0.154
2#86#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.435326008234#3771#0.231
2#87#[0.0, -1.0, 0.0]#[-0.149429, -0.965926, 0.211325]#1260.2222016236892#1474.4354486287114#3771#0.154
2#98#[0.0, -1.0, 0.0]#[-0.383055, -0.748203, 0.541721]#1260.2222016236892#55.05247441494799#191#0.923
2#99#[0.0, -1.0, 0.0]#[-0.383055, -0.748203, 0.541721]#1260.2222016236892#51.37981276635016#263#0.846
3#26#[1.0, 0.0, -0.0]#[0.557678, -0.258819, -0.788675]#878.6190450995301#419.40935535605513#1290#0.615
3#27#[1.0, 0.0, -0.0]#[0.557678, -0.258819, -0.788675]#878.6190450995301#419.40944652058266#1290#0.615
