vox_i#geo_i#vox_vec#geo_vec#vox_rad#geo_rad#geo_s.hr#sun_hit
0#16#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.94819561907923#1391#0.538
0#17#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.9481689462921#1391#0.538
0#18#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.9481300743442#1391#0.615
0#19#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.948186739244#1391#0.615
0#20#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.94821145127315#1391#0.538
0#22#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.94818433374445#1391#0.615
0#24#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.94820019242337#1391#0.615
0#25#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.9481458779157#1391#0.615
0#26#[0.0, -0.0, -1.0]#[-0.054695, -0.612372, -0.788675]#288.9216952565805#427.94813261600666#1391#0.615
0#27#[0.0, -0.0, -1.0]#[-0.054695, -0.612373, -0.788675]#288.9216952565805#427.94831434736005#1391#0.615
0#61#[0.0, -0.0, -1.0]#[0.408248, 0.707107, -0.57735]#288.9216952565805#365.0403809386162#616#0.769
0#63#[0.0, -0.0, -1.0]#[0.408248, 0.707107, -0.57735]#288.9216952565805#365.0403971701809#616#0.769
0#69#[0.0, -0.0, -1.0]#[0.408248, 0.707107, -0.57735]#288.9216952565805#365.0403887365096#616#0.769
0#71#[0.0, -0.0, -1.0]#[0.408248, 0.707107, -0.57735]#288.9216952565805#365.04041671607746#616#0.769
0#88#[0.0, -0.0, -1.0]#[0.340688, 0.358594, -0.869104]#288.9216952565805#33.432910092311495#0.5#1.0
0#89#[0.0, -0.0, -1.0]#[0.340688, 0.358594, -0.869104]#288.9216952565805#26.241799397645465#0.5#1.0
0#90#[0.0, -0.0, -1.0]#[0.340688, 0.358594, -0.869104]#288.9216952565805#68.8282918961048#0.5#1.0
0#91#[0.0, -0.0, -1.0]#[0.340688, 0.358594, -0.869104]#288.9216952565805#98.74284734353105#0.5#1.0
1#45#[0.0, -0.0, 1.0]#[0.054695, 0.612372, 0.788675]#1499.6471288144542#852.9059408549756#3045#0.231
1#47#[0.0, -0.0, 1.0]#[0.054695, 0.612372, 0.788675]#1499.6471288144542#852.9059403659255#3045#0.385
1#48#[0.0, -0.0, 1.0]#[0.054695, 0.612372, 0.788675]#1499.6471288144542#852.9059252159949#3045#0.231
1#49#[0.0, -0.0, 1.0]#[0.054695, 0.612372, 0.788675]#1499.6471288144542#852.9059219971517#3045#0.077
1#50#[0.0, -0.0, 1.0]#[0.054695, 0.612372, 0.788675]#1499.6471288144542#852.9059431788908#3045#0.385
